文件路径,组件类型,父组件,导入的API函数,URL,说明,来自子组件,子组件路径,导入的组件,是否有API调用
"yqdk_xxtj","1级路由","","queryByFormKey","/business/v3/bpm/definition/queryByFormKey","查询列表数据@param {} paramsexport function queryPageList(params) {return request({url: BPMN_URL() + '/bpm/definition/query',method: 'post',data: params})}根据表单key获取列表数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","index, xxcx, qz-template-list-dialog","是"
"yqdk_xxtj","1级路由","","getFormData","/business/v3/bpm/instance/getFormData","删除数据@param {} paramsexport function remove(params) {return request({url: BPMN_URL() + '/bpm/instance/remove',method: 'post',isLoading: true,params: params})}启动或草稿获取表单数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","index, xxcx, qz-template-list-dialog","是"
"yqdk_xxtj","1级路由","","getInstFormData","/business/v3/bpm/instance/instFormInfo","启动或草稿获取表单数据@param {} paramsexport function getFormData(params) {return request({url: BPMN_URL() + '/bpm/instance/getFormData',method: 'get',params: params})}流程实例获取表单数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","index, xxcx, qz-template-list-dialog","是"
"yqdk_xxtj","1级路由","","getTaskFormData","/business/v3/bpm/task/getFormData","批量恢复任务@param {} paramsexport function batchRecoverProcess(params) {return request({url: BPMN_URL() + '/bpm/task/batchRecoverProcess',method: 'post',isLoading: true,params: params})}流程任务获取表单数据@param {}","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","index, xxcx, qz-template-list-dialog","是"
"yqdk_xxtj","1级路由","","queryDataByKey","/business/v3/data/template/queryDataByKey","通过Key获取数据@param {} paramsexport function getBuildDataByKey(params) {return request({url: DATA_URL() + '/data/template/getBuildDataByKey',method: 'get',params: params})}获取列表数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","index, xxcx, qz-template-list-dialog","是"
"yqdk_xxtj","1级路由","","queryDataById","/business/v3/data/template/queryDataById","获取列表数据@param {} paramsexport function queryDataTable(params, isLoading = true) {return request({url: DATA_URL() + '/data/template/queryDataTable',method: 'post',data: params,isLoading})}通过id，获取关联的数据@p","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","index, xxcx, qz-template-list-dialog","是"
"yqdk_xxtj","1级路由","","getByKey","/business/v3/data/template/getByKey","判断模版key是否存在@param {} paramsexport function isKeyExists(params) {return request({url: DATA_URL() + '/data/template/isKeyExists',method: 'post',params: params})}获取数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","index, xxcx, qz-template-list-dialog","是"
"yqdk_xxtj","1级路由","","getAreaData","/platform/v3/cat/area/getData","getAreaData","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","index, xxcx, qz-template-list-dialog","是"
"yqdk_xxtj","1级路由","","findByTypeKey","/platform/v3/cat/dictionary/findByTypeKey","findByTypeKey","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","index, xxcx, qz-template-list-dialog","是"
"yqdk_xxtj","1级路由","","get","/platform/v3/employee/get","获取数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","index, xxcx, qz-template-list-dialog","是"
"yqdk_xxtj","1级路由","","get","/platform/v3/org/get","获取数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","index, xxcx, qz-template-list-dialog","是"
"yqdk_xxtj","1级路由","","get","/platform/v3/position/get","获取数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","index, xxcx, qz-template-list-dialog","是"
"yqdk_xxtj","1级路由","","get","/platform/v3/role/get","获取数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","index, xxcx, qz-template-list-dialog","是"
"yqdk_xxtj","1级路由","","get","/platform/v3/file/attachment/get","删除数据@param {} paramsexport function remove(params) {return request({url: SYSTEM_URL() + '/file/attachment/remove',method: 'post',isLoading: true,params: params})}获取数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","index, xxcx, qz-template-list-dialog","是"
"yqdk_xxtj","1级路由","","transfer","/platform/v3/file/attachment/transfer","获取数据@param {} paramsexport function get(params) {return request({url: SYSTEM_URL() + '/file/attachment/get',method: 'get',params})}获取数据(通过ID转换为名称)@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","index, xxcx, qz-template-list-dialog","是"
"yqdk_xxtj","1级路由","","queryDataById","/business/v3/data/template/queryDataById","获取列表数据@param {} paramsexport function queryDataTable(params, isLoading = true) {return request({url: DATA_URL() + '/data/template/queryDataTable',method: 'post',data: params,isLoading})}通过id，获取关联的数据@p","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","index, xxcx, qz-template-list-dialog","是"
"yqdk_xxtj","1级路由","","queryDataByKey","/business/v3/data/template/queryDataByKey","通过Key获取数据@param {} paramsexport function getBuildDataByKey(params) {return request({url: DATA_URL() + '/data/template/getBuildDataByKey',method: 'get',params: params})}获取列表数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","index, xxcx, qz-template-list-dialog","是"
"yqdk_xxtj","1级路由","","queryDataByKey","/business/v3/data/template/queryDataByKey","通过Key获取数据@param {} paramsexport function getBuildDataByKey(params) {return request({url: DATA_URL() + '/data/template/getBuildDataByKey',method: 'get',params: params})}获取列表数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","index, xxcx, qz-template-list-dialog","是"
"yqdk_xxtj","1级路由","","queryDataById","/business/v3/data/template/queryDataById","获取列表数据@param {} paramsexport function queryDataTable(params, isLoading = true) {return request({url: DATA_URL() + '/data/template/queryDataTable',method: 'post',data: params,isLoading})}通过id，获取关联的数据@p","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","index, xxcx, qz-template-list-dialog","是"
"yqdk_xxtj","1级路由","","getByKey","/business/v3/data/template/getByKey","判断模版key是否存在@param {} paramsexport function isKeyExists(params) {return request({url: DATA_URL() + '/data/template/isKeyExists',method: 'post',params: params})}获取数据@param {} params","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","index, xxcx, qz-template-list-dialog","是"
"yqdk_xxtj","1级路由","","getAreaData","/platform/v3/cat/area/getData","getAreaData","qz-template-list-dialog","/views/platform/data/qz-template-list-dialog.vue","index, xxcx, qz-template-list-dialog","是"
